SN,CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),BCF 1 Value Op,BCF 1 Value,BCF 1 Min Op,BCF 1 Min,BCF 1 Max Op,BCF 1 Max,BCF 1 Unit,BCF 2 Value Op,BCF 2 Value,BCF 2 Min Op,BCF 2 Min,BCF 2 Max Op,BCF 2 Max,BCF 2 Unit,BCF 3 Value Op,BCF 3 Value,BCF 3 Min Op,BCF 3 Min,BCF 3 Max Op,BCF 3 Max,BCF 3 Unit,Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
SN0036,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Population,Chlorophyll B concentration,EC10,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0037,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,388.8,,306.9,,470.8,AI mg/L,Growth,Number of leaves,EC10,Leafneedle,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0038,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Population,Chlorophyll A concentration,EC10,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0039,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Population,Chlorophyll,EC10,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0040,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,192.8,,104.1,,281.5,AI mg/L,Growth,Weight,EC10,Whole organism,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0041,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,11.2,,0,,44.2,AI mg/L,Morphology,Weight,EC10,Leafneedle,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0042,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Population,Chlorophyll,EC25,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0043,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,506.6,,0,,1189.8,AI mg/L,Morphology,Weight,EC25,Leafneedle,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0044,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Population,Chlorophyll A concentration,EC25,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0045,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,693.2,,516.3,,870.1,AI mg/L,Population,Abundance,EC25,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0046,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,790.4,,638.5,,942.3,AI mg/L,Population,Population growth rate,EC25,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0047,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Population,Chlorophyll B concentration,EC25,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0048,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,298.5,,191,,406,AI mg/L,Growth,Weight,EC25,Whole organism,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0049,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,512.3,,407.9,,616.8,AI mg/L,Growth,Number of leaves,EC25,Leafneedle,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0050,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Population,Chlorophyll,EC50,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0051,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,1140.4,,757.5,,1524.3,AI mg/L,Population,Abundance,EC50,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0052,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,2505.2,,1761.1,,3249.3,AI mg/L,Population,Population growth rate,EC50,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0053,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,22965.3,,0,,70230.3,AI mg/L,Morphology,Weight,EC50,Leafneedle,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0054,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,618.3,,421.1,,815.5,AI mg/L,Growth,Weight,EC50,Whole organism,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0055,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Population,Chlorophyll A concentration,EC50,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0056,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,,884,,654.3,,1113.6,AI mg/L,Growth,Number of leaves,EC50,Leafneedle,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0057,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Lemna gibba,Inflated Duckweed,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Population,Chlorophyll B concentration,EC50,,7,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0058,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,>,10000,,,,,AI mg/L,Biochemistry,Carotenoid content,EC10,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0059,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,88.5,,7.9,,169.1,AI mg/L,Growth,Number of roots,EC10,Root,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0060,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,37.9,,15.8,,59.9,AI mg/L,Growth,Length,EC10,Root,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0061,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,52.4,,23.8,,81,AI mg/L,Growth,Length,EC10,Root,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0062,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,>,10000,,,,,AI mg/L,Biochemistry,Chlorophyll B concentration,EC10,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0063,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,672.4,,0,,1478.7,AI mg/L,Biochemistry,Chlorophyll A concentration,EC10,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0064,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,43.4,,15.7,,71.1,AI mg/L,Growth,Length,EC10,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0065,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,53.8,,1.6,,106,AI mg/L,Morphology,General morphological changes,EC10,"Nodule, root",14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0066,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,46.3,,0,,95.4,AI mg/L,Growth,Weight,EC10,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0067,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,41.8,,8.8,,74.8,AI mg/L,Growth,Weight,EC10,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0068,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,>,10000,,,,,AI mg/L,Biochemistry,Carotenoid content,EC25,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0069,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,144.5,,51.6,,237.3,AI mg/L,Growth,Weight,EC25,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0070,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,114.4,,55,,173.8,AI mg/L,Growth,Weight,EC25,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0071,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,225.8,,84.1,,367.6,AI mg/L,Morphology,General morphological changes,EC25,"Nodule, root",14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN0072,76051,"2,2,2-Trifluoroacetic acid",Spectrophotometric grade,Unmeasured,>99,Myriophyllum spicatum,Eurasian Watermilfoil,"Flowers, Trees, Shrubs, Ferns",,NR,,Static,Fresh water,Lab,8,Active ingredient,,5052.5,,2343.9,,7761.2,AI mg/L,Biochemistry,Chlorophyll A concentration,EC25,Whole organism,14,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Hanson,M.L., and K.R. Solomon",110399,Haloacetic Acids in the Aquatic Environment. Part I: Macrophyte Toxicity,Environ. Pollut.130(3): 371-383,2004,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
